Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	T.brucei RNA Seq data from George Cross - procyclic form - nonunique (Tb PCF BSF RSeq)	T.brucei RNA Seq data from George Cross - blood form - nonunique (Tb PCF BSF RSeq)	sense - PCF mRNA	sense - slBF mRNA	sense - cBF mRNA	sense - PF mRNA	sense - BF mRNA	
Tb09.v4.0022	Tb09.v4.0022:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:5,299..6,702(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0023	Tb09.v4.0023:mRNA	T. brucei brucei TREU927	TP26P4-3b07.q1k:8,266..9,666(-)	variant surface glycoprotein (VSG), putative	0	0	0	0	0	0	0	
Tb09.v4.0024	Tb09.v4.0024:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:10,372..11,481(-)	variant surface glycoprotein, degenerate	0	0	0.09	0.3	5.39	0	28.36	
Tb09.v4.0025	Tb09.v4.0025:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:12,175..23,012(-)	variant surface glycoprotein (VSG, pseudogene), putative	0.18	0.31	0.04	0.44	0.29	0.28	0.51	
Tb09.v4.0026	Tb09.v4.0026:mRNA	T. brucei brucei TREU927	TP26P4-3b07.q1k:25,065..26,600(-)	variant surface glycoprotein (VSG), putative	0	0	0	1.45	0.04	0	0	
Tb09.v4.0027	Tb09.v4.0027:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:26,928..27,963(-)	expression site-associated gene 3 (ESAG3), degenerate	0	0.56	0	0	1.15	0	0.18	
Tb09.v4.0028	Tb09.v4.0028:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:29,235..31,162(-)	variant surface glycoprotein, fragment	0	0	0	0	0	0	0	
Tb09.v4.0029	Tb09.v4.0029:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:32,199..33,722(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.01	0	0.01	0	0	
Tb09.v4.0030	Tb09.v4.0030:mRNA	T. brucei brucei TREU927	TP26P4-3b07.q1k:35,145..36,644(-)	variant surface glycoprotein (VSG), putative	0	0	0	0.23	0.11	0	0	
Tb09.v4.0031	Tb09.v4.0031:mRNA	T. brucei brucei TREU927	TP26P4-3b07.q1k:38,597..40,024(-)	variant surface glycoprotein (VSG), putative	0	0	0	0	0	0	0	
Tb09.v4.0032	Tb09.v4.0032:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:40,412..41,169(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0033	Tb09.v4.0033:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:41,643..42,462(-)	expression site-associated gene 3 (ESAG3), fragment	0	11.77	0.09	2.41	10.3	0	22.16	
Tb09.v4.0034	Tb09.v4.0034:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:43,412..44,785(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0035	Tb09.v4.0035:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:47,239..47,943(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0036	Tb09.v4.0036:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-3b07.q1k:49,653..51,975(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.02	0	0.54	0	0.08	
Tb09.v4.0037	Tb09.v4.0037:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-5g04.p1k:5,948..7,345(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0	0	0	
Tb09.v4.0038	Tb09.v4.0038:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-5g04.p1k:7,472..8,556(-)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0039	Tb09.v4.0039:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-5g04.p1k:9,577..11,097(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.08	0.01	43.42	0.23	0	0	
Tb09.v4.0040	Tb09.v4.0040:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-5g04.p1k:12,154..13,059(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.07	0	0	0	
Tb09.v4.0041	Tb09.v4.0041:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:865..2,803(+)	leucine-rich repeat protein (LRRP), fragment	1.34	7.83	1.85	2.66	6.98	0.99	2.87	
Tb09.v4.0042	Tb09.v4.0042:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:5,043..9,041(+)	leucine-rich repeat protein (LRRP, pseudogene), putative	2.39	5.42	0.88	1.58	6.13	1.42	4.44	
Tb09.v4.0043	Tb09.v4.0043:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:13,850..15,346(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0.02	0	0	
Tb09.v4.0044	Tb09.v4.0044:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:19,413..20,819(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.02	0	0	0	
Tb09.v4.0045	Tb09.v4.0045:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:21,862..22,389(+)	expression site-associated gene 3 (ESAG3, pseudogene), putative	0.38	0.43	0	0.26	3.03	0	1.4	
Tb09.v4.0046	Tb09.v4.0046:pseudogenic_transcript	T. brucei brucei TREU927	TP26P4-6c09.p1k:23,117..24,394(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0047	Tb09.v4.0047:pseudogenic_transcript	T. brucei brucei TREU927	TP29O12a-1b01.p1k:1,571..6,824(+)	variant surface glycoprotein (VSG, pseudogene), putative	0.3	0.42	0.06	0.12	0.3	0.12	0.32	
Tb09.v4.0048	Tb09.v4.0048:pseudogenic_transcript	T. brucei brucei TREU927	TP29O12a-1b01.p1k:9,201..10,341(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.01	0.01	0.04	0	0	
Tb09.v4.0049	Tb09.v4.0049:pseudogenic_transcript	T. brucei brucei TREU927	TP29O12a-1b01.p1k:14,534..15,760(+)	variant surface glycoprotein, degenerate	0	0	0	0.01	0.02	0	0	
Tb09.v4.0050	Tb09.v4.0050:mRNA	T. brucei brucei TREU927	TP29O12a-1b01.p1k:17,790..19,241(+)	variant surface glycoprotein (VSG), putative	0	0	0	0.05	0	0	0	
Tb09.v4.0051	Tb09.v4.0051:mRNA	T. brucei brucei TREU927	TP29O12a-1b01.p1k:21,591..23,072(+)	variant surface glycoprotein (VSG), putative	0	0	0.01	1.93	0.02	0	0	
Tb09.v4.0052	Tb09.v4.0052:pseudogenic_transcript	T. brucei brucei TREU927	TP29O12a-1b01.p1k:24,218..26,220(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0.01	0	0	
Tb09.v4.0053	Tb09.v4.0053:mRNA	T. brucei brucei TREU927	TP29O12a-1b01.p1k:27,945..28,796(+)	Trypanosomal VSG domain containing protein, putative	0	0	0	0	0	0	0	
Tb09.v4.0054	Tb09.v4.0054:pseudogenic_transcript	T. brucei brucei TREU927	Tp_ends-40b06.q1k:1..787(-)	variant surface glycoprotein, fragment	0	0	0	0	0	0	0	
Tb09.v4.0055	Tb09.v4.0055:pseudogenic_transcript	T. brucei brucei TREU927	Tp_ends-40b06.q1k:2,388..2,825(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0056	Tb09.v4.0056:pseudogenic_transcript	T. brucei brucei TREU927	Tp_ends-40b06.q1k:4,161..6,185(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.28	0.08	0.06	0.07	0	0.09	
Tb09.v4.0057	Tb09.v4.0057:pseudogenic_transcript	T. brucei brucei TREU927	Tp_ends-40b06.q1k:11,838..13,445(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0.01	0	0	
Tb09.v4.0058	Tb09.v4.0058:mRNA	T. brucei brucei TREU927	tryp_IXa-16h03.q1c:1,491..3,431(+)	hypothetical protein	2.56	2.6	2.47	3.6	1.38	0.26	0.57	
Tb09.v4.0059	Tb09.v4.0059:mRNA	T. brucei brucei TREU927	tryp_IXa-16h03.q1c:4,347..7,176(+)	hypothetical protein	4.15	5.48	3.66	4.69	9.5	1.12	11.12	
Tb09.v4.0060	Tb09.v4.0060:mRNA	T. brucei brucei TREU927	tryp_IXa-16h03.q1c:7,387..9,852(+)	hypothetical protein	5.89	6.24	1.88	2.65	3.62	0.49	1.58	
Tb09.v4.0061	Tb09.v4.0061:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-1c10.p1c:4,492..5,957(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	3.8	0	0	0	
Tb09.v4.0062	Tb09.v4.0062:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-1c10.p1c:7,580..8,179(+)	expression site-associated gene 3 (ESAG3, pseudogene), putative	0	3.06	0.18	0.4	5.81	0	37.65	
Tb09.v4.0063	Tb09.v4.0063:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-1c10.p1c:8,293..9,943(+)	variant surface glycoprotein (VSG, pseudogene), putative	0.12	0	0	0.03	0.02	0	0	
Tb09.v4.0064	Tb09.v4.0064:mRNA	T. brucei brucei TREU927	tryp_IXb-1c10.p1c:10,897..13,718(+)	hypothetical protein	0.28	1.18	0.02	0.2	0.3	0.07	0.52	
Tb09.v4.0065	Tb09.v4.0065:mRNA	T. brucei brucei TREU927	tryp_IXb-1c10.p1c:14,768..15,749(-)	expression site-associated gene 1 (ESAG 1), putative	0	12.39	0.16	17.72	9.74	0	6.79	
Tb09.v4.0066	Tb09.v4.0066:mRNA	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:624..5,154(+)	hypothetical protein	22.49	32.35	0	0.01	0.04	0.03	0.04	
Tb09.v4.0067	Tb09.v4.0067:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:5,188..6,881(-)	retrotransposon hot spot protein, pseudogene	83.64	74.13	14.43	14.01	80.21	63.41	125.59	
Tb09.v4.0068	Tb09.v4.0068:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:7,318..8,250(+)	variant surface glycoprotein, fragment	0	0	0	0	0	0	0	
Tb09.v4.0069	Tb09.v4.0069:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:10,562..12,331(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0.01	0	0	
Tb09.v4.0070	Tb09.v4.0070:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:13,659..15,167(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.49	0.09	0	0	
Tb09.v4.0071	Tb09.v4.0071:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:20,520..22,236(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0072	Tb09.v4.0072:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:22,764..24,183(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0073	Tb09.v4.0073:mRNA	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:25,983..27,434(+)	variant surface glycoprotein (VSG), putative	0	0	0	0.01	0.02	0	0	
Tb09.v4.0074	Tb09.v4.0074:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:28,828..30,141(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0.02	0	0	
Tb09.v4.0075	Tb09.v4.0075:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:30,359..38,338(+)	variant surface glycoprotein (VSG, pseudogene), putative	0.07	0.19	0.01	0.04	0.1	0.03	0.14	
Tb09.v4.0076	Tb09.v4.0076:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:40,261..41,046(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0077	Tb09.v4.0077:mRNA	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:42,244..45,476(+)	variant surface glycoprotein (VSG), putative	0	0	2.33	0.72	51.79	0	50.11	
Tb09.v4.0078	Tb09.v4.0078:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:45,638..46,444(+)	variant surface glycoprotein (VSHG, pseudogene), putative	0	0	0	0.01	0.08	0	0	
Tb09.v4.0079	Tb09.v4.0079:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:50,672..52,344(+)	variant surface glycoprotein, fragment	0	0.07	0	0	0.03	0	0	
Tb09.v4.0080	Tb09.v4.0080:mRNA	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:53,715..54,698(+)	hypothetical protein, conserved	0	0	0.01	0	0	0	0	
Tb09.v4.0081	Tb09.v4.0081:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:54,844..56,392(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0082	Tb09.v4.0082:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:58,037..59,606(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.02	0.01	0	0	
Tb09.v4.0083	Tb09.v4.0083:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:60,642..61,655(+)	expression site-associated gene 3 (ESAG3), pseudogene	0	1.71	0.07	1.62	11.7	0	8.26	
Tb09.v4.0084	Tb09.v4.0084:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:61,967..63,462(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0085	Tb09.v4.0085:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:65,131..66,633(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0.02	0	0	
Tb09.v4.0086	Tb09.v4.0086:mRNA	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:66,773..67,165(-)	hypothetical protein, conserved	0	0	0.51	0.08	0.3	0	0	
Tb09.v4.0087	Tb09.v4.0087:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-217g08.q1c:67,885..69,569(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.07	0.03	0.04	0.01	0	0	
Tb09.v4.0088	Tb09.v4.0088:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:2,332..3,705(+)	variant surface glycoprotein (VSG)	0	0	0.06	11.21	2.26	0	0.13	
Tb09.v4.0089	Tb09.v4.0089:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:4,551..6,149(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.17	0.01	0	0	
Tb09.v4.0090	Tb09.v4.0090:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:6,358..7,772(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0091	Tb09.v4.0091:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:10,504..11,947(+)	variant surface glycoprotein, fragment	0	0	0	0	0.02	0	0	
Tb09.v4.0092	Tb09.v4.0092:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:13,114..14,654(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.09	0.01	0	0	
Tb09.v4.0093	Tb09.v4.0093:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:16,620..17,365(+)	variant surface glycoprotein, fragment	0	0	0.02	0.02	0	0	0	
Tb09.v4.0094	Tb09.v4.0094:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:19,292..19,716(+)	variant surface glycoprotein, fragment	0	0	0	0	0	0	0	
Tb09.v4.0095	Tb09.v4.0095:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:20,410..20,616(+)	variant surface glycoprotein, fragment	0	0	0	0.05	0	0	0	
Tb09.v4.0096	Tb09.v4.0096:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:20,666..22,117(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0	0	0	
Tb09.v4.0097	Tb09.v4.0097:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:23,380..24,316(+)	hypothetical protein, pseudogene	0	0	0.01	0	0.01	0	0	
Tb09.v4.0098	Tb09.v4.0098:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:24,714..25,607(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0099	Tb09.v4.0099:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:35,973..37,307(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0	0	0	
Tb09.v4.0100	Tb09.v4.0100:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:38,872..39,682(+)	expression site-associated gene 3 (ESAG3), fragment	0	0	0	0	0.21	0	0	
Tb09.v4.0101	Tb09.v4.0101:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:40,850..41,817(+)	hypothetical protein, pseudogene	0	0	0	0.01	0.01	0	0	
Tb09.v4.0102	Tb09.v4.0102:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:41,927..43,444(+)	variant surface glycoprotein (VSG, atypical), putative	0	0	0	51.91	0.01	0	0	
Tb09.v4.0103	Tb09.v4.0103:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:46,019..47,563(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.34	0.02	0	0.12	
Tb09.v4.0104	Tb09.v4.0104:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:52,495..54,701(-)	leucine-rich repeat protein 1 (LRRP1), fragment	1.89	3.43	0.66	1.02	5.69	2.07	3.69	
Tb09.v4.0105	Tb09.v4.0105:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:58,803..60,664(-)	hypothetical protein	1.39	8.45	1.83	2.72	7.4	1.09	3.28	
Tb09.v4.0106	Tb09.v4.0106:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:69,663..72,842(+)	nucleoside transporter 1, putative	0.13	1.41	0.31	6.92	2.87	0.2	4.31	
Tb09.v4.0107	Tb09.v4.0107:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:86,848..88,417(+)	expression site-associated gene 5 (ESAG5) protein, putative	5.2	22.3	6	15.64	29.46	2.33	15.92	
Tb09.v4.0108	Tb09.v4.0108:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:89,207..89,997(+)	expression site-associated gene 8 (ESAG8), pseudogene	15.09	15.09	9.59	11.8	29.1	5.14	17.56	
Tb09.v4.0109	Tb09.v4.0109:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:92,013..92,989(+)	hypothetical protein	24.24	21.85	4.1	6.45	18.93	2.68	17.44	
Tb09.v4.0110	Tb09.v4.0110:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:94,256..95,130(+)	hypothetical protein	3.18	21.25	3.02	6.17	14.74	2.14	34.91	
Tb09.v4.0111	Tb09.v4.0111:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:96,984..98,692(+)	variant surface glycoprotein (VSG, pseudogene), putative	0.23	6.38	0.3	0.08	4.5	0	0.11	
Tb09.v4.0112	Tb09.v4.0112:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:105,151..108,768(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	1.21	0.03	0.22	1.46	0	1.07	
Tb09.v4.0113	Tb09.v4.0113:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:108,154..111,523(+)	variant surface glycoprotein (VSG, atypical), putative	0	1.16	0	0.01	0.89	0	0.05	
Tb09.v4.0114	Tb09.v4.0114:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:114,298..115,840(+)	variant surface glycoprotein (VSG, atypical), putative	0	0.3	0.01	0.01	0.33	0	0	
Tb09.v4.0115	Tb09.v4.0115:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:116,895..117,916(+)	expression site-associated gene 3 (ESAG3), pseudogene	0	0.11	0	0.15	1.19	0	3.28	
Tb09.v4.0116	Tb09.v4.0116:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:118,489..120,397(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.12	0	0	0.07	0	0.1	
Tb09.v4.0117	Tb09.v4.0117:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:126,248..127,413(+)	variant surface glycoprotein (VSG, pseudogene), putative	0.51	0.39	0.19	0.78	0.44	0.39	1.43	
Tb09.v4.0118	Tb09.v4.0118:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:127,605..128,701(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0.06	0	0	
Tb09.v4.0119	Tb09.v4.0119:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:129,945..132,858(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	3.07	0.19	0.33	2.57	0	0.06	
Tb09.v4.0120	Tb09.v4.0120:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:133,495..135,030(+)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.07	0	0	0.15	0	0	
Tb09.v4.0121	Tb09.v4.0121:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:141,195..142,815(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0.01	0	0	
Tb09.v4.0122	Tb09.v4.0122:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:143,073..143,711(-)	expression site-associated gene 3 (ESAG3), fragment	0	0.18	0	0.35	0.01	0	0	
Tb09.v4.0123	Tb09.v4.0123:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:146,312..147,872(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.07	0	0.02	0.02	0	0	
Tb09.v4.0124	Tb09.v4.0124:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:148,045..151,358(-)	hypothetical protein	0	2.08	0.01	0.02	0.92	0	0.78	
Tb09.v4.0125	Tb09.v4.0125:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:149,035..157,031(-)	variant surface glycoprotein (VSG, pseudogene), putative	0.02	3.32	0.01	0.01	1.58	0	0.49	
Tb09.v4.0126	Tb09.v4.0126:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:158,851..160,416(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.07	0.01	0	0.01	0	0	
Tb09.v4.0127	Tb09.v4.0127:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:161,561..163,228(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.02	0.02	0	0	
Tb09.v4.0128	Tb09.v4.0128:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:165,027..165,362(-)	variant surface glycoprotein, fragment	0	0	0	0	0.2	0	0	
Tb09.v4.0129	Tb09.v4.0129:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:166,233..167,801(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.01	0.06	0.27	0	0	
Tb09.v4.0130	Tb09.v4.0130:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:168,184..169,178(-)	expression site-associated gene 3 (ESAG3), fragment	0	23.23	0.3	2.37	30.47	0	46.06	
Tb09.v4.0131	Tb09.v4.0131:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:170,499..172,037(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.01	0	0	0	
Tb09.v4.0132	Tb09.v4.0132:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:172,157..173,247(-)	expression site-associated gene 2/3 (ESAG2/ESAG3), pseudogene	0	13.81	0.32	0.6	15.2	0	29.92	
Tb09.v4.0133	Tb09.v4.0133:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:174,445..175,866(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.82	0	0	0	
Tb09.v4.0134	Tb09.v4.0134:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:176,900..178,362(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.01	0.23	0.01	0	0	
Tb09.v4.0135	Tb09.v4.0135:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:179,572..179,721(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0	0	0	0	
Tb09.v4.0136	Tb09.v4.0136:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:180,545..182,086(-)	variant surface glycoprotein (VSG, atypical), putative	0	0.45	0.1	10.15	2.69	0	0.12	
Tb09.v4.0137	Tb09.v4.0137:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:183,067..189,712(-)	variant surface glycoprotein, fragment	0.12	0.09	0.03	0.05	0.1	0.03	0	
Tb09.v4.0138	Tb09.v4.0138:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:190,034..190,903(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0.13	0.01	0.01	0.01	0	0	
Tb09.v4.0139	Tb09.v4.0139:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:192,547..194,108(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0.01	0	0.01	0	0	
Tb09.v4.0140	Tb09.v4.0140:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:194,282..194,569(-)	expression site-associated gene 3 (ESAG3, pseudogene), putative	0	0	0	0	0.15	0	0	
Tb09.v4.0141	Tb09.v4.0141:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:196,593..198,101(-)	variant surface glycoprotein (VSG, pseudogene), putative	0	0	0	0.02	0	0	0.12	
Tb09.v4.0142	Tb09.v4.0142:mRNA	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:198,172..200,853(-)	variant surface glycoprotein	0	0	0	0.04	0.02	0	0	
Tb09.v4.0143	Tb09.v4.0143:pseudogenic_transcript	T. brucei brucei TREU927	tryp_IXb-218d07.p1c:202,563..208,284(-)	variant surface glycoprotein (VSG, pseudogene), putative	0.14	0.16	0.03	0.07	0.12	0.23	0.23	
