2013Latest_numbers,Annotation,Class,Orthologue count,ORF length,PC RNAs/cell Silicotryp,RPM Ribsome profiling,RPM Ribsome profiling x orthogue count,Ribosomes/cell/gene,Ribosomes/mRNA,Ribosomes/kb,Fraction in polysomes,LOG 2 Ribosomes/kb,Ribosomes/kb on polysomes,
Tb927.2.5160,"chaperone protein DNAj, putative",Chaperone,2,1203,17.9,753.92,1507.84,296.45,16.57,13.77,0.83,3.78,16.59036145,
Tb927.7.990,"chaperone protein DNAj, putative",Chaperone,1,2337,1.2,188.39,188.39,37.04,30.22,12.93,0.735,3.69,17.59183673,
Tb927.6.2170,"co-chaperone GrpE, putative",Chaperone,1,669,23.0,626.37,626.37,123.15,5.35,8,0.84,3,9.523809524,
Tb927.11.880,"cyclophilin a,cyclophilin type peptidyl-prolyl cis-trans isomerase (CYPA)",Chaperone,4,534,119.6,2946.95,11787.8,2317.58,19.38,36.29,0.94,5.18,38.60638298,
Tb927.9.3440,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,957,7.3,63.37,63.37,12.46,1.7,1.77,0.7,0.82,2.528571429,
Tb927.9.11740,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,552,5.5,22.81,22.81,4.48,0.82,1.48,0.58,0.57,2.551724138,
Tb927.10.13220,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,2742,1.7,41.74,41.74,8.21,4.88,1.78,0.62,0.83,2.870967742,
Tb927.9.14420,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,1155,4.8,74.74,74.74,14.69,3.03,2.62,0.5,1.39,5.24,
Tb927.2.1560,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,4,591,16.6,293.31,1173.24,230.67,13.88,23.49,0.815,4.55,28.82208589,
Tb927.8.6910,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,588,3.7,25.08,25.08,4.93,1.34,2.27,0.51,1.18,4.450980392,
Tb927.7.280,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,678,11.5,154.29,154.29,30.33,2.63,3.88,0.77,1.96,5.038961039,
Tb927.8.5230,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,849,3.6,54.89,54.89,10.79,3,3.53,0.6,1.82,5.883333333,
Tb927.5.1370,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,714,0.7,11.47,11.47,2.26,3.28,4.59,0.665,2.2,6.902255639,
Tb927.7.4770,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,597,21.4,389.88,389.88,76.65,3.58,6,0.725,2.58,8.275862069,
Tb927.8.2000,"cyclophilin, putative (NCP1) (in PUF7-TAP)",Chaperone,4,789,10.1,173.15,692.6,136.17,13.48,17.08,0.78,4.09,21.8974359,
Tb927.5.1020,"disulfide isomerase, putative",Chaperone,1,1770,3.7,40.24,40.24,7.91,2.13,1.21,0.605,0.28,2,
Tb927.10.16100,FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase,Chaperone,2,1278,14.2,317.93,635.86,125.02,8.8,6.88,0.74,2.78,9.297297297,
Tb927.10.15600,"FKBP-type peptidyl-prolyl cis-trans isomerase, conserved",Chaperone,1,1002,0.9,6.86,6.86,1.35,1.5,1.49,0.445,0.58,3.348314607,
Tb927.10.15590,"FKBP-type peptidyl-prolyl cis-trans isomerase, conserved",Chaperone,1,591,2.9,36.46,36.46,7.17,2.45,4.15,0.595,2.05,6.974789916,
Tb927.9.9860,"GRP170, HSP70 and actin-like ATPase domains",Chaperone,1,2163,4.6,181.46,181.46,35.68,7.67,3.55,0.615,1.83,5.772357724,
Tb927.7.710,"heat shock 70 kDa protein, putative (HSP70.4)",Chaperone,5,1920,11.5,1252.73,6263.65,1231.48,106.89,55.67,0.875,5.8,63.62285714,
Tb927.7.1030,"heat shock 70 kDa protein, putative (HSP70b)",Chaperone,1,2613,1.8,53.30,53.3,10.48,5.74,2.2,0.465,1.14,4.731182796,
Tb927.3.3330,"heat shock protein 20, putative",Chaperone,1,426,21.8,172.85,172.85,33.98,1.56,3.66,0.8,1.87,4.575,
Tb927.11.11330,"heat shock protein 70, major HSP70",Chaperone,3,1986,192.1,14232.34,42697.02,8394.58,43.69,22,0.805,4.46,27.32919255,
Tb927.10.10980,"heat shock protein 83, HSP83",Chaperone,11,2115,119.8,1946.01,21406.11,4208.61,35.14,16.62,0.76,4.05,21.86842105,
Tb927.11.2650,"heat shock protein 84, putative, mit HSp90",Chaperone,1,2262,13.4,2072.87,2072.87,407.54,30.42,13.45,0.815,3.75,16.50306748,
Tb927.7.2070,"heat shock protein DNAJ, putative",Chaperone,1,987,3.0,93.20,93.2,18.32,6.04,6.12,0.68,2.61,9,
Tb927.5.1520,"heat shock protein HslU1, in mitochondrion",Chaperone,1,1428,5.0,339.37,339.37,66.72,13.28,9.3,0.725,3.22,12.82758621,
Tb927.11.12230,"heat shock protein HslU2, in mitochondrion",Chaperone,1,1491,3.8,106.51,106.51,20.94,5.55,3.72,0.595,1.9,6.25210084,
Tb927.10.12710,"heat shock protein, HSP110",Chaperone,1,2436,5.5,1847.73,1847.73,363.28,65.51,26.89,0.86,4.75,31.26744186,
Tb927.10.5660,"heat shock protein, putative",Chaperone,1,1008,2.2,42.15,42.15,8.29,3.79,3.76,0.575,1.91,6.539130435,
Tb927.3.5340,"Hsc70-interacting protein (Hip), putative",Chaperone,1,1155,25.5,725.16,725.16,142.57,5.58,4.83,0.785,2.27,6.152866242,
Tb927.10.2620,HSP20 cold-shock domain (p23-like),Chaperone,2,579,17.4,156.40,312.8,61.5,3.53,6.1,0.775,2.61,7.870967742,
Tb927.9.13290,HSP20 domain,Chaperone,1,1017,1.8,13.42,13.42,2.64,1.44,1.42,0.525,0.51,2.704761905,
Tb927.11.16050,HSP20 domain,Chaperone,1,1809,0.9,59.97,59.97,11.79,13.71,7.58,0.585,2.92,12.95726496,
Tb927.9.10230,HSP20 domain (p23-like),Chaperone,2,507,72.1,799.72,1599.44,314.46,4.36,8.61,0.925,3.11,9.308108108,
Tb927.9.4500,"HSP70, endoplasmatic reticulum, HSP70.a",Chaperone,1,2508,2.3,182.92,182.92,35.96,15.82,6.31,0.6,2.66,10.51666667,
Tb927.10.14740,"hypothetical protein, conserved",Chaperone,2,1158,7.0,54.38,108.76,21.38,3.06,2.64,0.505,1.4,5.227722772,
Tb927.11.15480,"hypothetical, HSP20-like chaperone",Chaperone,1,627,8.6,70.29,70.29,13.82,1.6,2.55,0.635,1.35,4.015748031,
Tb927.10.9420,"mitochondrial chaperone BCS1, putative",Chaperone,1,1599,1.6,16.55,16.55,3.25,2.04,1.27,0.425,0.34,2.988235294,
Tb927.8.3580,"mitochondrial chaperone BCS1, putative",Chaperone,1,1443,2.2,39.38,39.38,7.74,3.54,2.45,0.63,1.29,3.888888889,
Tb927.9.9780,"peptidyl-prolyl cis-trans isomerase (cyclophilin- 40), putative",Chaperone,1,1065,8.7,99.61,99.61,19.58,2.26,2.12,0.65,1.08,3.261538462,
Tb927.3.3100,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative",Chaperone,1,369,12.4,26.43,26.43,5.2,0.42,1.13,0.585,0.18,1.931623932,
Tb927.7.2480,"peptidyl-prolyl cis-trans isomerase, putative (PAR45)",Chaperone,1,1152,2.7,19.55,19.55,3.84,1.44,1.25,0.52,0.32,2.403846154,
Tb927.10.4620,"peptidyl-prolyl cis-trans isomerase, putative (PPIase)",Chaperone,1,327,24.3,74.69,74.69,14.68,0.6,1.85,0.695,0.89,2.661870504,
Tb927.8.690,"peptidyl-prolyl cis-trans isomerase/rotamase, putative,PPIase, putative (PIN1)",Chaperone,1,348,9.5,69.01,69.01,13.57,1.43,4.12,0.695,2.04,5.928057554,
Tb927.5.580,"prefoldin subunit, putative",Chaperone,1,408,8.8,105.65,105.65,20.77,2.36,5.77,0.745,2.53,7.744966443,
Tb927.7.570,"prefoldin, putative",Chaperone,1,594,11.2,132.15,132.15,25.98,2.33,3.92,0.775,1.97,5.058064516,
Tb927.7.2590,"prefoldin, putative",Chaperone,1,513,15.2,184.19,184.19,36.21,2.38,4.63,0.8,2.21,5.7875,
Tb927.7.5790,"protein disulfide isomerase, ERp44-like",Chaperone,1,408,10.4,166.33,166.33,32.7,3.13,7.67,0.86,2.94,8.918604651,
Tb927.10.8230,"protein disulfide isomerase,ERp57-like, cofactor wth calnexin, putative",Chaperone,1,1494,9.1,358.22,358.22,70.43,7.72,5.17,0.665,2.37,7.77443609,
Tb927.7.1300,"protein disulfide isomerase,ERp72-like, cofactor wth calnexin, putative",Chaperone,1,1134,7.8,256.14,256.14,50.36,6.44,5.68,0.74,2.51,7.675675676,
Tb927.1.3200,"SGT1-like protein, putative",Chaperone,1,666,3.2,154.09,154.09,30.3,9.58,14.39,0.785,3.85,18.33121019,
Tb927.5.2940,"stress-induced protein sti1, putative",Chaperone,1,1653,12.2,554.29,554.29,108.98,8.9,5.39,0.77,2.43,7,
Tb927.10.4450,"stress-inducible protein STI1-like, putative",Chaperone,2,774,11.2,86.39,172.78,33.97,3.02,3.9,0.57,1.96,6.842105263,
Tb927.4.880,"TPR-repeat-containing chaperone protein DNAJ, putative",Chaperone,1,1917,1.2,27.14,27.14,5.34,4.41,2.3,0.5,1.2,4.6,
Tb927.7.3630,"TPR-repeat-containing chaperone protein DNAJ, putative",Chaperone,1,1587,2.1,67.43,67.43,13.26,6.34,4,0.665,2,6.015037594,
Tb927.4.2220,"TPR-repeat-containing chaperone protein DNAJ, putative",Chaperone,1,2118,1.1,124.29,124.29,24.44,21.68,10.24,0.7,3.36,14.62857143,
Tb927.10.5180,"TPR-repeat-containing chaperone protein DNAJ, putative",Chaperone,1,2922,0.7,148.95,148.95,29.28,40.66,13.92,0.745,3.8,18.68456376,
Tb927.10.4900,"TPR-repeat-containing chaperone protein DNAJ, putative,TPR repeat protein",Chaperone,1,1500,5.7,150.51,150.51,29.59,5.21,3.47,0.655,1.79,5.297709924,
Tb927.8.5890,Anti-silencing function ASF1B,Chromatin,1,675,2.2,73.59,73.59,14.47,6.51,9.65,0.55,3.27,17.54545455,
Tb927.1.630,anti-silencing protein ASF1A,Chromatin,1,516,2.9,33.64,33.64,6.61,2.32,4.49,0.6,2.17,7.483333333,
Tb927.10.7420,"bromodomain factor 2 protein, putative",Chromatin,1,675,2.2,40.64,40.64,7.99,3.57,5.28,0.73,2.4,7.232876712,
Tb927.10.7050,"chromatin assembly factor 1 subunit B, putative",Chromatin,1,1653,2.1,56.57,56.57,11.12,5.27,3.19,0.58,1.67,5.5,
Tb927.10.7510,"chromatin binding protein, putative",Chromatin,1,1470,1.8,53.36,53.36,10.49,5.84,3.97,0.61,1.99,6.508196721,
Tb927.9.4900,"condensin subunit 1, putative",Chromatin,1,3777,1.0,147.05,147.05,28.91,28.4,7.52,0.635,2.91,11.84251969,
Tb927.6.4820,"CPC1, chromosomal passenger complex",Chromatin,1,792,2.9,77.69,77.69,15.27,5.32,6.71,0.58,2.75,11.56896552,
Tb927.11.14840,"CPC2, chromosomal passenger complex",Chromatin,1,753,5.2,33.59,33.59,6.6,1.26,1.68,0.245,0.75,6.857142857,
Tb927.8.5770,Elongator-like Protein 3a ELP3a,Chromatin,2,2040,2.8,57.47,114.94,22.6,7.97,3.91,0.585,1.97,6.683760684,
Tb927.3.3490,"high mobility group protein, putative (TDP1)",Chromatin,1,816,18.0,403.20,403.2,79.27,4.41,5.41,0.855,2.44,6.32748538,
Tb927.7.4560,histone acetyltransferase HAT1,Chromatin,1,1401,1.8,84.60,84.6,16.63,9.25,6.6,0.635,2.72,10.39370079,
Tb927.11.11530,histone acetyltransferase HAT2,Chromatin,1,1815,2.2,21.63,21.63,4.25,1.9,1.05,0.465,0.07,2.258064516,
Tb927.10.8310,Histone acetyltransferase HAT3,Chromatin,1,852,1.4,14.05,14.05,2.76,1.98,2.33,0.405,1.22,5.75308642,
Tb927.10.1680,histone deacetylase 1 (DAC1 or HDAC1),Chromatin,1,1167,1.7,16.34,16.34,3.21,1.86,1.6,0.485,0.68,3.298969072,
Tb927.11.15600,histone deacetylase 2 (DAC2 or HDAC2),Chromatin,1,1701,1.7,3.34,3.34,0.66,0.39,0.23,0.51,-2.12,0.450980392,
Tb927.2.2190,histone deacetylase 3 (DAC3 or HDAC3),Chromatin,2,2058,1.5,57.82,115.64,22.74,15.26,7.42,0.73,2.89,10.16438356,
Tb927.5.2900,histone deacetylase 4 (DAC4 HDAC4),Chromatin,2,1761,1.6,67.29,134.58,26.46,16.96,9.63,0.61,3.27,15.78688525,
Tb927.7.2820,histone H2A,Chromatin,13,405,752.6,574.29,7465.77,1467.83,1.95,4.82,0.82,2.27,5.87804878,
Tb927.7.6360,histone H2A variant (h2aZ),Chromatin,1,540,3.6,194.38,194.38,38.22,10.48,19.41,0.84,4.28,23.10714286,
Tb927.11.7350,histone H2B variant (H2BVAR),Chromatin,1,432,14.8,246.26,246.26,48.42,3.28,7.58,0.83,2.92,9.13253012,
Tb927.1.2430,histone H3,Chromatin,7,402,240.6,909.21,6364.47,1251.31,5.2,12.93,0.685,3.69,18.87591241,
Tb927.10.15350,histone H3 variant (h3vaR),Chromatin,1,420,5.4,194.34,194.34,38.21,7.04,16.77,0.88,4.07,19.05681818,
Tb927.5.4170,histone H4,Chromatin,10,303,290.8,318.05,3180.5,625.31,2.15,7.1,0.805,2.83,8.819875776,
Tb927.1.570,"Histone-lysine N-methyltransferase,  (DOT1B)",Chromatin,1,828,7.9,82.36,82.36,16.19,2.05,2.48,0.6,1.31,4.133333333,
Tb927.10.1440,"hypothetical protein, conserved",Chromatin,1,648,4.7,35.96,35.96,7.07,1.52,2.34,0.715,1.23,3.272727273,
Tb927.11.13640,J-binding protein (JBP1),Chromatin,1,2520,0.5,4.93,4.93,0.97,1.96,0.78,0.56,-0.36,1.392857143,
Tb927.9.5730,nucleosome assembly protein-like protein,Chromatin,2,1269,9.4,717.55,1435.1,282.15,29.87,23.54,0.815,4.56,28.88343558,
Tb927.10.15180,"nucleosome assembly protein, putative",Chromatin,2,1101,17.1,444.63,889.26,174.84,10.25,9.31,0.885,3.22,10.51977401,
Tb927.9.10100,Possible histone methyltransferase: 7 SET domains.,Chromatin,1,4350,4.5,2417.00,2417,475.2,106.38,24.45,0.86,4.61,28.43023256,
Tb927.10.8150,predicted bromodomain protein,Chromatin,1,906,1.9,11.45,11.45,2.25,1.19,1.32,0.49,0.4,2.693877551,
Tb927.11.6780,"regulator of chromatin condensation, putative (RCC1)",Chromatin,1,1683,3.1,79.12,79.12,15.56,4.98,2.96,0.635,1.57,4.661417323,
Tb927.11.370,repressor activator protein 1 (RAP1),Chromatin,1,2568,3.2,181.56,181.56,35.7,11.07,4.31,0.69,2.11,6.246376812,
Tb927.7.1690,silent information regulator 2 (SIR2RP1),Chromatin,1,1056,1.7,21.60,21.6,4.25,2.5,2.37,0.405,1.24,5.851851852,
Tb927.9.11850,structural maintenance of chromosome 1 (SMC1),Chromatin,1,3828,1.3,294.89,294.89,57.98,43.21,11.29,0.675,3.5,16.72592593,
Tb927.10.10340,structural maintenance of chromosome 2 (SMC2),Chromatin,1,3528,0.9,133.93,133.93,26.33,28.99,8.22,0.685,3.04,12,
Tb927.5.3510,structural maintenance of chromosome 3 (SMC3),Chromatin,1,3600,0.9,333.84,333.84,65.64,72.99,20.28,0.665,4.34,30.4962406,
Tb927.10.740,structural maintenance of chromosome 4 (SMC4),Chromatin,1,4101,1.2,153.65,153.65,30.21,24.86,6.06,0.67,2.6,9.044776119,
Tb927.2.1810,transcription silencer (ISWI),Chromatin,1,3483,1.9,383.21,383.21,75.34,40.68,11.68,0.8,3.55,14.6,
Tb927.11.1450,"2-oxoglutarate dehydrogenase E1 component, putative",Citric.acid.cycle,2,3027,8.3,2688.78,5377.56,1057.27,126.69,41.85,0.825,5.39,50.72727273,
Tb927.11.9980,"2-oxoglutarate dehydrogenase E1 component, putative",Citric.acid.cycle,2,3018,4.4,3464.30,6928.6,1362.22,309,102.39,0.77,6.68,132.974026,
Tb927.11.11680,"2-oxoglutarate dehydrogenase E2 component, putative",Citric.acid.cycle,1,1152,21.0,2430.69,2430.69,477.89,22.71,19.72,0.865,4.3,22.79768786,
Tb927.10.14000,aconitase (ACO),Citric.acid.cycle,1,2694,3.2,400.24,400.24,78.69,24.57,9.12,0.6,3.19,15.2,
Tb927.10.13430,"citrate synthase, putative",Citric.acid.cycle,1,1455,0.8,32.30,32.3,6.35,7.82,5.37,0.41,2.42,13.09756098,
Tb927.11.16730,dihydrolipoyl dehydrogenase (GCVL-2),Citric.acid.cycle,1,1434,15.9,1746.99,1746.99,343.47,21.59,15.05,0.75,3.91,20.06666667,
Tb927.3.4500,"fumarate hydratase, class I (FHc)",Citric.acid.cycle,2,1698,5.0,559.11,1118.22,219.85,43.64,25.7,0.815,4.68,31.53374233,
Tb927.11.5050,"fumarate hydratase, class I (FHm)",Citric.acid.cycle,2,1668,1.5,297.23,594.46,116.88,78.54,47.09,0.655,5.56,71.89312977,
Tb927.9.5900,glutamate dehydrogenase (GDH),Citric.acid.cycle,1,2979,12.8,4327.19,4327.19,850.76,66.44,22.3,0.81,4.48,27.5308642,
Tb927.8.3690,"isocitrate dehydrogenase [NADP], mitochondrial precursor, putative (IDH)",Citric.acid.cycle,2,1314,3.8,183.49,366.98,72.15,18.75,14.27,0.775,3.83,18.41290323,
Tb927.11.900,"isocitrate dehydrogenase, putative (IDH)",Citric.acid.cycle,2,1242,4.2,230.42,460.84,90.6,21.65,17.43,0.665,4.12,26.21052632,
Tb927.10.2560,mitochondrial malate dehydrogenase (mMDH),Citric.acid.cycle,2,957,26.2,1385.98,2771.96,544.99,20.77,21.7,0.835,4.44,25.98802395,
Tb927.10.3650,"NADH-dependent fumarate reductase, putative",Citric.acid.cycle,3,3699,1.6,361.78,1085.34,213.39,133.8,36.17,0.785,5.18,46.07643312,
Tb927.11.4780,"pyruvate dehydrogenase (lipoamide) kinase, putative",Citric.acid.cycle,1,1338,3.4,104.53,104.53,20.55,5.96,4.45,0.56,2.15,7.946428571,
Tb927.10.2350,"pyruvate dehydrogenase complex E3 binding protein, putative",Citric.acid.cycle,1,783,9.8,291.90,291.9,57.39,5.85,7.47,0.86,2.9,8.686046512,
Tb927.10.12700,"pyruvate dehydrogenase E1 alpha subunit, putative",Citric.acid.cycle,1,1137,7.4,813.70,813.7,159.98,21.51,18.92,0.81,4.24,23.35802469,
Tb927.3.1790,"pyruvate dehydrogenase E1 beta subunit, putative",Citric.acid.cycle,1,1047,17.9,1095.86,1095.86,215.45,12.03,11.49,0.885,3.52,12.98305085,
Tb927.8.6580,"succinate dehydrogenase flavoprotein, SDH1",Citric.acid.cycle,1,1830,4.5,647.85,647.85,127.37,28.41,15.52,0.73,3.96,21.26027397,
Tb927.9.5960,"succinate dehydrogenase, SDH2C",Citric.acid.cycle,2,567,4.4,127.61,255.22,50.18,11.5,20.29,0.725,4.34,27.9862069,
Tb927.10.7410,"succinyl-CoA ligase [GDP-forming] beta-chain, putative",Citric.acid.cycle,1,1260,32.7,2108.38,2108.38,414.52,12.67,10.06,0.9,3.33,11.17777778,
Tb927.3.2230,"succinyl-CoA synthetase alpha subunit, putative",Citric.acid.cycle,1,906,34.6,2276.15,2276.15,447.51,12.92,14.27,0.92,3.83,15.51086957,
Tb927.11.2690,"succinyl-coA:3-ketoacid-coenzyme A transferase, mitochondrial precursor, putative",Citric.acid.cycle,1,1482,13.2,795.55,795.55,156.41,11.84,7.99,0.665,3,12.01503759,
Tb927.10.11800,"33 kDa inner dynein arm light chain, axonemal, putative,dynein light chain, putative",Cytoskeleton,1,1122,2.0,36.08,36.08,7.09,3.57,3.18,0.65,1.67,4.892307692,
Tb927.9.8850,actin A,Cytoskeleton,2,1131,23.3,556.28,1112.56,218.74,9.4,8.31,0.715,3.05,11.62237762,
Tb927.10.15800,"actin related protein 2, putative",Cytoskeleton,1,1203,2.7,17.52,17.52,3.44,1.28,1.06,0.525,0.08,2.019047619,
Tb927.9.5350,"actin related protein 3, putative",Cytoskeleton,1,1251,1.4,8.18,8.18,1.61,1.11,0.89,0.43,-0.17,2.069767442,
Tb927.3.3020,"actin-like protein, putative",Cytoskeleton,1,981,1.8,15.38,15.38,3.02,1.64,1.67,0.49,0.74,3.408163265,
Tb927.10.2000,"actin-like protein, putative",Cytoskeleton,1,1677,2.7,43.75,43.75,8.6,3.15,1.88,0.525,0.91,3.580952381,
Tb927.11.10110,"actin-like protein, putative",Cytoskeleton,1,1185,4.5,66.12,66.12,13,2.91,2.45,0.62,1.29,3.951612903,
Tb927.4.980,"actin, putative",Cytoskeleton,1,1119,2.0,21.13,21.13,4.15,2.07,1.85,0.595,0.89,3.109243697,
Tb927.9.5440,"actin, putative",Cytoskeleton,1,1266,3.0,52.25,52.25,10.27,3.43,2.71,0.62,1.44,4.370967742,
Tb927.11.3880,"actin, putative (TRYPARP)",Cytoskeleton,1,1302,3.3,57.26,57.26,11.26,3.45,2.65,0.68,1.41,3.897058824,
Tb927.1.2340,alpha tubulin,Cytoskeleton,4,1356,967.5,15201.27,60805.08,11954.77,12.36,9.11,0.8,3.19,11.3875,
Tb927.3.1400,"alpha-tubulin N-acetyltransferase, putative",Cytoskeleton,1,1005,1.6,26.08,26.08,5.13,3.3,3.28,0.605,1.71,5.421487603,
Tb927.11.12360,"ankyrin repeat protein, putative",Cytoskeleton,1,480,3.2,19.54,19.54,3.84,1.21,2.51,0.505,1.33,4.97029703,
Tb927.9.13100,"ankyrin repeat protein, putative",Cytoskeleton,4,540,5.0,21.25,85,16.71,3.33,6.16,0.46,2.62,13.39130435,
Tb927.4.1170,"ankyrin, putative",Cytoskeleton,1,1020,4.0,48.77,48.77,9.59,2.37,2.32,0.55,1.21,4.218181818,
Tb927.10.10600,"ARP2/3 complex 16kDa subunit, putative",Cytoskeleton,1,336,0.8,4.64,4.64,0.91,1.19,3.53,0.375,1.82,9.413333333,
Tb927.10.4540,"ARP2/3 complex subunit, putative",Cytoskeleton,1,552,1.8,9.90,9.9,1.95,1.06,1.92,0.505,0.94,3.801980198,
Tb927.8.4410,"ARP2/3 complex subunit, putative",Cytoskeleton,1,1011,1.1,11.80,11.8,2.32,2.19,2.16,0.485,1.11,4.453608247,
Tb927.10.13190,"ARP2/3 complex subunit, putative",Cytoskeleton,1,1158,1.2,19.01,19.01,3.74,3.17,2.74,0.47,1.45,5.829787234,
Tb927.2.2900,"ARP2/3 complex subunit, putative",Cytoskeleton,1,543,2.3,19.44,19.44,3.82,1.67,3.07,0.365,1.62,8.410958904,
Tb927.8.6070,"basal body component,ML protein (TBBC)",Cytoskeleton,1,4239,0.9,124.53,124.53,24.48,27.77,6.55,0.645,2.71,10.15503876,
Tb927.4.3440,BB50,Cytoskeleton,1,1353,2.2,12.47,12.47,2.45,1.12,0.83,0.43,-0.27,1.930232558,
Tb927.1.2330,beta tubulin,Cytoskeleton,5,1329,1176.7,11857.32,59286.6,11656.23,9.91,7.45,0.86,2.9,8.662790698,
Tb927.10.14890,C-terminal motor kinesin KIFC1,Cytoskeleton,2,2463,1.8,181.19,362.38,71.25,38.55,15.65,0.625,3.97,25.04,
Tb927.11.9110,"C-terminal motor kinesin, Kinesin-14B",Cytoskeleton,2,2010,2.2,37.70,75.4,14.82,6.81,3.39,0.645,1.76,5.255813953,
Tb927.10.4170,"CAP292 Clathrin-associated protein, resembles yeast myosins, homologue of centrosome-associated protein CEP250",Cytoskeleton,1,7620,0.8,164.08,164.08,32.26,40.25,5.28,0.79,2.4,6.683544304,
Tb927.4.2080,"CC2D is a FAZ-ER protein, also present on the basal bodies. CC2D is required for FAZ filament assembly. ",Cytoskeleton,1,2721,5.8,690.56,690.56,135.77,23.27,8.55,0.61,3.1,14.01639344,
Tb927.10.16110,"CMF1, possible component of motile flagella",Cytoskeleton,1,1161,5.6,103.92,103.92,20.43,3.64,3.13,0.625,1.65,5.008,
Tb927.7.2790,"CMF10, possible component of motile flagella",Cytoskeleton,1,2106,2.8,97.49,97.49,19.17,6.84,3.25,0.625,1.7,5.2,
Tb927.10.9870,"CMF12, possible component of motile flagella",Cytoskeleton,1,798,8.1,144.72,144.72,28.45,3.51,4.4,0.69,2.14,6.376811594,
Tb927.10.10090,"CMF14, possible component of motile flagella",Cytoskeleton,1,3261,1.3,81.22,81.22,15.97,12.18,3.74,0.635,1.9,5.88976378,
Tb927.11.7560,"CMF15, T. brucei components of motile flagella (TbCMF15)",Cytoskeleton,1,1890,5.6,497.64,497.64,97.84,17.43,9.22,0.855,3.2,10.78362573,
Tb927.11.1430,"CMF2, T. brucei components of motile flagella (TbCMF2)",Cytoskeleton,1,2259,3.9,562.22,562.22,110.54,28.28,12.52,0.825,3.65,15.17575758,
Tb927.5.2950,"CMF3, T. brucei components of motile flagella (TbCMF3)",Cytoskeleton,1,2340,2.3,301.25,301.25,59.23,25.8,11.02,0.725,3.46,15.2,
Tb927.3.4230,CMF33 subtilisin-like serine peptidase,Cytoskeleton,1,4167,0.8,67.49,67.49,13.27,15.81,3.79,0.67,1.92,5.656716418,
Tb927.10.7690,"CMF4, T. brucei components of motile flagella (TbCMF4)",Cytoskeleton,1,2175,1.8,139.76,139.76,27.48,14.98,6.89,0.64,2.78,10.765625,
Tb927.2.4810,"CMF5, T. brucei components of motile flagella (TbCMF5)",Cytoskeleton,1,4023,1.1,366.60,366.6,72.08,68.54,17.04,0.74,4.09,23.02702703,
Tb927.10.3310,"CMF76b, possible component of motile flagella",Cytoskeleton,2,2841,1.1,126.67,253.34,49.81,44.98,15.83,0.715,3.98,22.13986014,
Tb927.11.10900,"CMF9, MENG,flagellar component",Cytoskeleton,2,2547,1.9,105.00,210,41.29,21.35,8.38,0.605,3.07,13.85123967,
Tb927.3.5180,"cofilin/actin depolymerizing factor, putative",Cytoskeleton,1,411,21.6,244.25,244.25,48.02,2.22,5.4,0.86,2.43,6.279069767,
Tb927.8.3100,coronin (CRN12),Cytoskeleton,1,1500,3.0,199.92,199.92,39.31,13.24,8.82,0.745,3.14,11.83892617,
Tb927.4.560,"Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative",Cytoskeleton,1,12699,0.9,1046.09,1046.09,205.67,227.51,17.92,0.905,4.16,19.80110497,
Tb927.11.10930,"delta tubulin,tubulin delta chain (TUBD1)",Cytoskeleton,1,1470,3.0,22.21,22.21,4.37,1.47,1,0.645,0,1.550387597,
Tb927.8.4870,"DIGIT, flagellar component",Cytoskeleton,1,3615,1.7,294.12,294.12,57.83,34.24,9.47,0.725,3.24,13.06206897,
Tb927.10.1130,"dynein arm light chain, axonemal, putative",Cytoskeleton,2,825,5.2,70.20,140.4,27.6,5.31,6.44,0.64,2.69,10.0625,
Tb927.7.820,"dynein arm light chain, axonemal, putative",Cytoskeleton,1,921,0.7,52.49,52.49,10.32,15.51,16.84,0.67,4.07,25.13432836,
Tb927.11.11220,dynein heavy chain,Cytoskeleton,1,12729,0.7,1051.79,1051.79,206.79,316.92,24.9,0.915,4.64,27.21311475,
Tb927.11.8160,dynein heavy chain,Cytoskeleton,1,12459,0.6,959.94,959.94,188.73,337.5,27.09,0.93,4.76,29.12903226,
Tb927.11.3250,dynein heavy chain,Cytoskeleton,1,13977,1.1,3554.09,3554.09,698.76,618.15,44.23,0.89,5.47,49.69662921,
Tb927.11.2430,"dynein heavy chain DHC1b or DYNC2H2, cytoplasmic type",Cytoskeleton,1,12924,0.9,990.29,990.29,194.7,210.62,16.3,0.91,4.03,17.91208791,
