Gene ID	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
Tb927.10.10190	Tb927_10_v5.1:2,505,108..2,508,146(+)	Leucine-rich repeat domain containing protein	protein coding	Tb927.10.10190	
Tb927.10.10200	Tb927_10_v5.1:2,508,338..2,510,002(+)	hypothetical protein, conserved	protein coding	Tb927.10.10200	
Tb927.10.10210	Tb927_10_v5.1:2,510,573..2,512,823(-)	procyclin-associated gene 4 (PAG4) protein	protein coding	Tb927.10.10210	
Tb927.10.10220	Tb927_10_v5.1:2,512,930..2,514,152(-)	procyclin-associated gene 2 (PAG2) protein	protein coding	Tb927.10.10220	
Tb927.10.10250	Tb927_10_v5.1:2,518,065..2,518,785(-)	EP2 procyclin	protein coding	Tb927.10.10250	
Tb927.10.10300	Tb927_10_v5.1:2,532,915..2,535,125(-)	hypothetical protein, conserved	protein coding	Tb927.10.10300	
Tb927.10.10310	Tb927_10_v5.1:2,535,237..2,536,967(-)	hypothetical protein, conserved	protein coding	Tb927.10.10310	
Tb927.10.10320	Tb927_10_v5.1:2,537,407..2,537,840(-)	dynein light chain Tctex-type, putative	protein coding	Tb927.10.10320	
Tb927.10.10330	Tb927_10_v5.1:2,537,986..2,539,782(-)	Anaphase-promoting complex subunit CDC27	protein coding	Tb927.10.10330	
Tb927.10.10340	Tb927_10_v5.1:2,540,513..2,544,047(-)	structural maintenance of chromosome 2, putative	protein coding	Tb927.10.10340	
Tb927.10.10350	Tb927_10_v5.1:2,544,218..2,547,980(-)	STE/STE11 serine/threonine-protein kinase, putative	protein coding	Tb927.10.10350	
Tb927.10.10370	Tb927_10_v5.1:2,558,722..2,559,473(-)	hypothetical protein, conserved	protein coding	Tb927.10.10370	
Tb927.10.10380	Tb927_10_v5.1:2,559,766..2,561,473(-)	ATP-dependent DEAD/H RNA helicase, putative	protein coding	Tb927.10.10380	
Tb927.10.10390	Tb927_10_v5.1:2,562,282..2,563,871(-)	trypanothione reductase	protein coding	Tb927.10.10390	
Tb927.10.10400	Tb927_10_v5.1:2,563,993..2,565,148(-)	Mitochondrial ribosomal protein S11	protein coding	Tb927.10.10400	
Tb927.10.10410	Tb927_10_v5.1:2,565,451..2,567,591(-)	DNA replication licensing factor MCM8, putative	protein coding	Tb927.10.10410	
Tb927.10.10420	Tb927_10_v5.1:2,567,695..2,568,301(-)	monothiol glutaredoxin, putative	protein coding	Tb927.10.10420	
Tb927.10.10430	Tb927_10_v5.1:2,568,505..2,569,588(-)	hypothetical protein, conserved	protein coding	Tb927.10.10430	
Tb927.10.10440	Tb927_10_v5.1:2,569,606..2,571,211(-)	mitochondrial carrier protein	protein coding	Tb927.10.10440	
Tb927.10.1060	Tb927_10_v5.1:285,302..287,520(-)	T-complex protein 1, delta subunit, putative	protein coding	Tb927.10.1060	
Tb927.10.10600	Tb927_10_v5.1:2,585,492..2,586,025(-)	ARP2/3 complex 16kDa subunit, putative	protein coding	Tb927.10.10600	
Tb927.10.10610	Tb927_10_v5.1:2,586,261..2,587,759(-)	protein tyrosine phosphatase, putative	protein coding	Tb927.10.10610	
Tb927.10.10620	Tb927_10_v5.1:2,587,917..2,588,889(-)	hypothetical protein, conserved	protein coding	Tb927.10.10620	
Tb927.10.10630	Tb927_10_v5.1:2,589,044..2,590,051(-)	hypothetical protein, conserved	protein coding	Tb927.10.10630	
Tb927.10.10640	Tb927_10_v5.1:2,590,192..2,590,603(-)	hypothetical protein, conserved	protein coding	Tb927.10.10640	
Tb927.10.10650	Tb927_10_v5.1:2,590,706..2,592,407(-)	cytosolic Fe-S cluster assembly factor NAR1, putative	protein coding	Tb927.10.10650	
Tb927.10.10670	Tb927_10_v5.1:2,592,563..2,595,173(-)	kinetoplastid-specific dual specificity phosphatase, putative	protein coding	Tb927.10.10670	
Tb927.10.10680	Tb927_10_v5.1:2,595,567..2,598,555(-)	hypothetical protein, conserved	protein coding	Tb927.10.10680	
Tb927.10.10690	Tb927_10_v5.1:2,599,400..2,600,583(-)	CEP19-like protein, putative	protein coding	Tb927.10.10690	
Tb927.10.1070	Tb927_10_v5.1:287,734..289,698(-)	cdc2-related kinase 1	protein coding	Tb927.10.1070	
Tb927.10.10700	Tb927_10_v5.1:2,601,059..2,602,136(-)	splicing factor Prp31	protein coding	Tb927.10.10700	
Tb927.10.10710	Tb927_10_v5.1:2,602,266..2,603,669(-)	hypothetical protein, conserved	protein coding	Tb927.10.10710	
Tb927.10.10720	Tb927_10_v5.1:2,603,807..2,605,463(-)	Tetraspanin family, putative	protein coding	Tb927.10.10720	
Tb927.10.10730	Tb927_10_v5.1:2,605,764..2,610,316(-)	RNA Interference Factor 5	protein coding	Tb927.10.10730	
Tb927.10.10740	Tb927_10_v5.1:2,611,259..2,612,979(-)	hypothetical protein, conserved	protein coding	Tb927.10.10740	
Tb927.10.10750	Tb927_10_v5.1:2,613,107..2,619,143(-)	metallo-peptidase, Clan MC, Family M14, putative	protein coding	Tb927.10.10750	
Tb927.10.10770	Tb927_10_v5.1:2,619,797..2,621,735(-)	Generative cell specific 1 protein, putative	protein coding	Tb927.10.10770	
Tb927.10.10780	Tb927_10_v5.1:2,622,292..2,622,965(-)	hypothetical protein, conserved	protein coding	Tb927.10.10780	
Tb927.10.10800	Tb927_10_v5.1:2,623,580..2,625,065(-)	palmitoyl acyltransferase 2, putative	protein coding	Tb927.10.10800	
Tb927.10.10810	Tb927_10_v5.1:2,626,943..2,628,853(-)	adenosine deaminase-like protein	protein coding	Tb927.10.10810	
Tb927.10.10820	Tb927_10_v5.1:2,629,064..2,630,111(-)	hypothetical protein, conserved	protein coding	Tb927.10.10820	
Tb927.10.10830	Tb927_10_v5.1:2,630,233..2,631,537(-)	RGG-containing protein 2	protein coding	Tb927.10.10830	
Tb927.10.10840	Tb927_10_v5.1:2,633,043..2,634,775(-)	Enriched in surface-labeled proteome protein 15	protein coding	Tb927.10.10840	
Tb927.10.10850	Tb927_10_v5.1:2,634,905..2,638,291(-)	Protein argonaute-1	protein coding	Tb927.10.10850	
Tb927.10.10870	Tb927_10_v5.1:2,650,320..2,652,172(-)	CMGC family protein kinase, putative	protein coding	Tb927.10.10870	
Tb927.10.10880	Tb927_10_v5.1:2,652,378..2,654,527(-)	ATP-binding cassette sub-family F member 1, putative	protein coding	Tb927.10.10880	
Tb927.10.1090	Tb927_10_v5.1:290,668..291,297(-)	40S ribosomal protein S23, putative	protein coding	Tb927.10.1090	
Tb927.10.10980	Tb927_10_v5.1:2,679,757..2,682,206(-)	heat shock protein 90, putative	protein coding	Tb927.10.10980	
Tb927.10.10990	Tb927_10_v5.1:2,682,476..2,684,828(-)	predicted WD40 repeat protein	protein coding	Tb927.10.10990	
Tb927.10.11000	Tb927_10_v5.1:2,684,956..2,686,399(-)	hypothetical protein, conserved	protein coding	Tb927.10.11000	
Tb927.10.11010	Tb927_10_v5.1:2,687,002..2,688,023(-)	hypothetical protein, conserved	protein coding	Tb927.10.11010	
Tb927.10.11020	Tb927_10_v5.1:2,689,374..2,692,783(-)	DNA mismatch repair protein MSH2, putative	protein coding	Tb927.10.11020	
Tb927.10.11030	Tb927_10_v5.1:2,692,365..2,693,651(-)	Archaic translocase of outer membrane 11 kDa subunit	protein coding	Tb927.10.11030	
Tb927.10.11040	Tb927_10_v5.1:2,693,765..2,696,532(-)	hypothetical protein, conserved	protein coding	Tb927.10.11040	
Tb927.10.11050	Tb927_10_v5.1:2,696,650..2,697,721(-)	LSU ribosomal protein, mitochondrial, putative	protein coding	Tb927.10.11050	
Tb927.10.11060	Tb927_10_v5.1:2,697,821..2,698,644(-)	hypothetical protein, conserved	protein coding	Tb927.10.11060	
Tb927.10.11070	Tb927_10_v5.1:2,698,918..2,700,472(-)	hypothetical protein, conserved	protein coding	Tb927.10.11070	
Tb927.10.11080	Tb927_10_v5.1:2,700,598..2,708,882(-)	paraflagellar rod protein	protein coding	Tb927.10.11080	
Tb927.10.11090	Tb927_10_v5.1:2,708,979..2,711,295(-)	hypothetical protein, conserved	protein coding	Tb927.10.11090	
Tb927.10.1110	Tb927_10_v5.1:293,830..300,134(-)	kinesin, putative	protein coding	Tb927.10.1110	
Tb927.10.11100	Tb927_10_v5.1:2,711,216..2,713,413(-)	deoxyribodipyrimidine photo-lyase, putative	protein coding	Tb927.10.11100	
Tb927.10.11110	Tb927_10_v5.1:2,713,985..2,716,740(-)	hypothetical protein, conserved	protein coding	Tb927.10.11110	
Tb927.10.11120	Tb927_10_v5.1:2,716,926..2,717,847(-)	hypothetical protein, conserved	protein coding	Tb927.10.11120	
Tb927.10.11130	Tb927_10_v5.1:2,717,995..2,720,950(-)	SET domain containing protein, putative	protein coding	Tb927.10.11130	
Tb927.10.11140	Tb927_10_v5.1:2,721,709..2,727,387(-)	hypothetical protein, conserved	protein coding	Tb927.10.11140	
Tb927.10.11150	Tb927_10_v5.1:2,728,700..2,729,676(-)	hypothetical protein, conserved	protein coding	Tb927.10.11150	
Tb927.10.11160	Tb927_10_v5.1:2,729,827..2,731,030(-)	NFU2 iron-sulfur cluster scaffold homolog, mitochondrial	protein coding	Tb927.10.11160	
Tb927.10.11170	Tb927_10_v5.1:2,731,152..2,736,881(-)	hypothetical protein, conserved	protein coding	Tb927.10.11170	
Tb927.10.11180	Tb927_10_v5.1:2,737,146..2,739,416(-)	Ubiquitin-like modifier-activating enzyme ATG7, putative	protein coding	Tb927.10.11180	
Tb927.10.11190	Tb927_10_v5.1:2,739,762..2,741,279(-)	tRNA-splicing ligase RtcB, putative	protein coding	Tb927.10.11190	
Tb927.10.1120	Tb927_10_v5.1:300,866..303,368(-)	hypothetical protein, conserved	protein coding	Tb927.10.1120	
Tb927.10.11200	Tb927_10_v5.1:2,741,708..2,742,087(-)	hypothetical protein, conserved	protein coding	Tb927.10.11200	
Tb927.10.11210	Tb927_10_v5.1:2,742,219..2,744,603(-)	hypothetical protein, conserved	protein coding	Tb927.10.11210	
Tb927.10.11220	Tb927_10_v5.1:2,744,817..2,746,348(-)	procyclic form surface phosphoprotein	protein coding	Tb927.10.11220	
Tb927.10.11230	Tb927_10_v5.1:2,746,454..2,747,566(-)	Ras-induced vulval development antagonist, putative	protein coding	Tb927.10.11230	
Tb927.10.11240	Tb927_10_v5.1:2,747,723..2,749,098(-)	hypothetical protein, conserved	protein coding	Tb927.10.11240	
Tb927.10.11250	Tb927_10_v5.1:2,749,376..2,752,013(-)	Coiled-coil domain-containing protein 40 homolog	protein coding	Tb927.10.11250	
Tb927.10.11260	Tb927_10_v5.1:2,752,139..2,752,767(-)	SSU ribosomal protein, mitochondrial, putative	protein coding	Tb927.10.11260	
Tb927.10.11270	Tb927_10_v5.1:2,752,861..2,753,830(-)	RNA-binding protein, putative	protein coding	Tb927.10.11270	
Tb927.10.11290	Tb927_10_v5.1:2,758,780..2,760,101(+)	hypothetical protein, conserved	protein coding	Tb927.10.11290	
Tb927.10.1130	Tb927_10_v5.1:303,908..304,834(-)	dynein arm light chain, axonemal, putative	protein coding	Tb927.10.1130	
Tb927.10.11300	Tb927_10_v5.1:2,760,412..2,761,091(+)	paraflagellar rod component, putative	protein coding	Tb927.10.11300	
Tb927.10.11310	Tb927_10_v5.1:2,761,296..2,762,576(+)	intraflagellar transport protein 57/55	protein coding	Tb927.10.11310	
Tb927.10.11330	Tb927_10_v5.1:2,764,807..2,765,655(+)	EF-hand domain pair, putative	protein coding	Tb927.10.11330	
Tb927.10.11340	Tb927_10_v5.1:2,765,788..2,771,300(+)	hypothetical protein, conserved	protein coding	Tb927.10.11340	
Tb927.10.11350	Tb927_10_v5.1:2,771,437..2,772,051(+)	LSU ribosomal protein, mitochondrial, putative	protein coding	Tb927.10.11350	
Tb927.10.11360	Tb927_10_v5.1:2,772,350..2,774,617(+)	protein phosphatase 2A regulatory subunit, putative	protein coding	Tb927.10.11360	
Tb927.10.11370	Tb927_10_v5.1:2,774,861..2,775,520(+)	hypothetical protein, conserved	protein coding	Tb927.10.11370	
Tb927.10.11380	Tb927_10_v5.1:2,775,808..2,777,216(+)	hypothetical protein, conserved	protein coding	Tb927.10.11380	
Tb927.10.11390	Tb927_10_v5.1:2,777,377..2,778,078(+)	60S ribosomal protein L6, putative	protein coding	Tb927.10.11390	
Tb927.10.1140	Tb927_10_v5.1:305,185..306,742(-)	epsilon tubulin	protein coding	Tb927.10.1140	
Tb927.10.11400	Tb927_10_v5.1:2,778,268..2,779,928(+)	WD domain, G-beta repeat, putative	protein coding	Tb927.10.11400	
Tb927.10.11410	Tb927_10_v5.1:2,780,051..2,781,433(+)	hypothetical protein, conserved	protein coding	Tb927.10.11410	
Tb927.10.11420	Tb927_10_v5.1:2,781,564..2,784,332(+)	hypothetical protein, conserved	protein coding	Tb927.10.11420	
Tb927.10.11430	Tb927_10_v5.1:2,786,169..2,787,406(+)	hypothetical protein, conserved	protein coding	Tb927.10.11430	
Tb927.10.11440	Tb927_10_v5.1:2,787,519..2,792,351(+)	G1 cyclin CycE4, putative	protein coding	Tb927.10.11440	
Tb927.10.11450	Tb927_10_v5.1:2,793,889..2,796,375(+)	TFIIF-stimulated CTD phosphatase, putative	protein coding	Tb927.10.11450	
Tb927.10.11470	Tb927_10_v5.1:2,799,000..2,803,103(+)	hypothetical protein, conserved	protein coding	Tb927.10.11470	
Tb927.10.11480	Tb927_10_v5.1:2,803,408..2,805,362(+)	hypothetical protein, conserved	protein coding	Tb927.10.11480	
Tb927.10.1150	Tb927_10_v5.1:306,839..310,205(-)	hypothetical protein, conserved	protein coding	Tb927.10.1150	
Tb927.10.11500	Tb927_10_v5.1:2,805,998..2,807,344(+)	conserved protein	protein coding	Tb927.10.11500	
Tb927.10.11510	Tb927_10_v5.1:2,807,584..2,810,430(+)	hypothetical protein, conserved	protein coding	Tb927.10.11510	
Tb927.10.11520	Tb927_10_v5.1:2,810,556..2,811,407(+)	mitochondrial import inner membrane translocase subunit tim13	protein coding	Tb927.10.11520	
Tb927.10.11530	Tb927_10_v5.1:2,811,586..2,812,238(+)	hypothetical protein, conserved	protein coding	Tb927.10.11530	
Tb927.10.11550	Tb927_10_v5.1:2,813,398..2,815,720(+)	hypothetical protein, conserved	protein coding	Tb927.10.11550	
Tb927.10.11560	Tb927_10_v5.1:2,816,690..2,818,043(+)	hypothetical protein, conserved	protein coding	Tb927.10.11560	
Tb927.10.11570	Tb927_10_v5.1:2,818,276..2,820,599(+)	hypothetical protein, conserved	protein coding	Tb927.10.11570	
Tb927.10.11580	Tb927_10_v5.1:2,820,722..2,826,858(+)	predicted WD40 repeat protein	protein coding	Tb927.10.11580	
Tb927.10.11590	Tb927_10_v5.1:2,827,000..2,828,691(+)	nicotinate phosphoribosyltransferase, putative	protein coding	Tb927.10.11590	
Tb927.10.1160	Tb927_10_v5.1:310,584..311,195(-)	NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative	protein coding	Tb927.10.1160	
Tb927.10.11600	Tb927_10_v5.1:2,830,093..2,831,896(+)	hypothetical protein, conserved	protein coding	Tb927.10.11600	
Tb927.10.11610	Tb927_10_v5.1:2,832,742..2,833,694(+)	SKP1-like protein	protein coding	Tb927.10.11610	
Tb927.10.11620	Tb927_10_v5.1:2,833,851..2,837,175(+)	calcium-transporting ATPase, putative	protein coding	Tb927.10.11620	
Tb927.10.11630	Tb927_10_v5.1:2,837,698..2,844,013(+)	PSP1 C-terminal conserved region, putative	protein coding	Tb927.10.11630	
Tb927.10.11640	Tb927_10_v5.1:2,844,685..2,846,817(+)	Protein prenyltransferase alpha subunit repeat, putative	protein coding	Tb927.10.11640	
Tb927.10.11650	Tb927_10_v5.1:2,847,194..2,848,717(+)	hypothetical protein, conserved	protein coding	Tb927.10.11650	
Tb927.10.11660	Tb927_10_v5.1:2,849,885..2,851,378(+)	hypothetical protein, conserved	protein coding	Tb927.10.11660	
Tb927.10.11670	Tb927_10_v5.1:2,851,624..2,852,722(+)	hypothetical protein, conserved	protein coding	Tb927.10.11670	
Tb927.10.11680	Tb927_10_v5.1:2,853,032..2,856,149(+)	Voltage-gated Chloride channel Like 2	protein coding	Tb927.10.11680	
Tb927.10.11690	Tb927_10_v5.1:2,857,016..2,858,647(+)	YEATS family, putative	protein coding	Tb927.10.11690	
Tb927.10.1170	Tb927_10_v5.1:311,289..317,710(-)	intraflagellar transport protein 172	protein coding	Tb927.10.1170	
Tb927.10.11700	Tb927_10_v5.1:2,858,993..2,859,849(+)	guanylate kinase, putative	protein coding	Tb927.10.11700	
Tb927.10.11720	Tb927_10_v5.1:2,861,425..2,863,965(+)	CW-type Zinc Finger, putative	protein coding	Tb927.10.11720	
Tb927.10.11730	Tb927_10_v5.1:2,864,476..2,866,862(+)	zinc finger protein family member, putative	protein coding	Tb927.10.11730	
Tb927.10.11750	Tb927_10_v5.1:2,867,826..2,868,584(+)	hypothetical protein, conserved	protein coding	Tb927.10.11750	
Tb927.10.11760	Tb927_10_v5.1:2,869,017..2,875,469(+)	pumilio/PUF RNA binding protein 6	protein coding	Tb927.10.11760	
Tb927.10.11770	Tb927_10_v5.1:2,877,143..2,878,417(+)	succinate dehydrogenase cytochrome B subunit	protein coding	Tb927.10.11770	
Tb927.10.11780	Tb927_10_v5.1:2,878,539..2,882,661(+)	hypothetical protein, conserved	protein coding	Tb927.10.11780	
Tb927.10.1180	Tb927_10_v5.1:317,993..319,475(-)	hypothetical protein, conserved	protein coding	Tb927.10.1180	
Tb927.10.11800	Tb927_10_v5.1:2,883,014..2,884,874(+)	Axonemal inner arm dynein light chain, putative	protein coding	Tb927.10.11800	
Tb927.10.11810	Tb927_10_v5.1:2,884,983..2,887,170(+)	hypothetical protein, conserved	protein coding	Tb927.10.11810	
Tb927.10.11820	Tb927_10_v5.1:2,887,322..2,888,920(+)	kinetoplast ribosomal PPR-repeat containing protein 17	protein coding	Tb927.10.11820	
Tb927.10.11830	Tb927_10_v5.1:2,888,776..2,890,691(+)	hypothetical protein, conserved	protein coding	Tb927.10.11830	
Tb927.10.11870	Tb927_10_v5.1:2,898,144..2,899,227(+)	Guide RNA binding complex protein 5	protein coding	Tb927.10.11870	
Tb927.10.11880	Tb927_10_v5.1:2,899,690..2,902,563(+)	hypothetical protein, conserved	protein coding	Tb927.10.11880	
Tb927.10.11890	Tb927_10_v5.1:2,902,733..2,904,010(+)	hypothetical protein, conserved	protein coding	Tb927.10.11890	
Tb927.10.1190	Tb927_10_v5.1:320,454..322,610(-)	hypothetical protein, conserved	protein coding	Tb927.10.1190	
Tb927.10.11900	Tb927_10_v5.1:2,904,260..2,904,860(+)	MICOS complex subunit MIC20	protein coding	Tb927.10.11900	
Tb927.10.11910	Tb927_10_v5.1:2,905,002..2,906,597(+)	major facilitator superfamily, putative	protein coding	Tb927.10.11910	
Tb927.10.11920	Tb927_10_v5.1:2,906,856..2,907,436(+)	hypothetical protein, conserved	protein coding	Tb927.10.11920	
Tb927.10.11930	Tb927_10_v5.1:2,907,570..2,909,199(+)	beta-D-hydroxybutyrate dehydrogenase	protein coding	Tb927.10.11930	
Tb927.10.11940	Tb927_10_v5.1:2,909,458..2,911,918(+)	ABC1 protein, putative	protein coding	Tb927.10.11940	
Tb927.10.11950	Tb927_10_v5.1:2,912,061..2,913,277(+)	hypothetical protein, conserved	protein coding	Tb927.10.11950	
Tb927.10.11960	Tb927_10_v5.1:2,913,378..2,914,717(+)	hypothetical protein, conserved	protein coding	Tb927.10.11960	
Tb927.10.11970	Tb927_10_v5.1:2,914,832..2,917,324(+)	glutamine aminotransferase (GlnAT)	protein coding	Tb927.10.11970	
Tb927.10.11980	Tb927_10_v5.1:2,917,528..2,918,540(+)	QA-SNARE protein putative	protein coding	Tb927.10.11980	
Tb927.10.11990	Tb927_10_v5.1:2,918,687..2,919,806(+)	60S ribosome subunit biogenesis protein NIP7, putative	protein coding	Tb927.10.11990	
Tb927.10.1200	Tb927_10_v5.1:322,922..324,044(-)	Programmed cell death protein 2, C-terminal putative domain containing protein, putative	protein coding	Tb927.10.1200	
Tb927.10.12000	Tb927_10_v5.1:2,919,583..2,920,741(+)	iron-sulfur cluster assembly protein, putative	protein coding	Tb927.10.12000	
Tb927.10.12010	Tb927_10_v5.1:2,920,904..2,921,518(+)	hypothetical protein, conserved	protein coding	Tb927.10.12010	
Tb927.10.12020	Tb927_10_v5.1:2,921,807..2,923,213(+)	recA bacterial DNA recombination protein, putative	protein coding	Tb927.10.12020	
Tb927.10.12030	Tb927_10_v5.1:2,923,375..2,927,757(+)	hypothetical protein, conserved	protein coding	Tb927.10.12030	
Tb927.10.12040	Tb927_10_v5.1:2,928,005..2,929,722(+)	mitogen-activated protein kinase 11, putative	protein coding	Tb927.10.12040	
Tb927.10.12050	Tb927_10_v5.1:2,931,948..2,932,864(+)	LSU ribosomal protein, mitochondrial, putative	protein coding	Tb927.10.12050	
Tb927.10.12060	Tb927_10_v5.1:2,936,184..2,940,787(+)	hypothetical protein, conserved	protein coding	Tb927.10.12060	
Tb927.10.12080	Tb927_10_v5.1:2,942,756..2,944,215(+)	hypothetical protein, conserved	protein coding	Tb927.10.12080	
Tb927.10.12090	Tb927_10_v5.1:2,944,944..2,945,818(+)	RNA-binding protein, putative	protein coding	Tb927.10.12090	
Tb927.10.1210	Tb927_10_v5.1:324,529..326,808(-)	katanin, putative	protein coding	Tb927.10.1210	
Tb927.10.12100	Tb927_10_v5.1:2,945,981..2,946,885(+)	RNA-binding protein 7B	protein coding	Tb927.10.12100	
Tb927.10.12110	Tb927_10_v5.1:2,947,070..2,948,505(+)	hypothetical protein, conserved	protein coding	Tb927.10.12110	
Tb927.10.12120	Tb927_10_v5.1:2,948,616..2,955,216(+)	hypothetical protein, conserved	protein coding	Tb927.10.12120	
Tb927.10.12130	Tb927_10_v5.1:2,956,345..2,959,047(+)	Ubiquitin family, putative	protein coding	Tb927.10.12130	
Tb927.10.12140	Tb927_10_v5.1:2,959,213..2,961,792(+)	hypothetical protein, conserved	protein coding	Tb927.10.12140	
Tb927.10.12150	Tb927_10_v5.1:2,962,184..2,963,555(+)	hypothetical protein, conserved	protein coding	Tb927.10.12150	
Tb927.10.12160	Tb927_10_v5.1:2,963,744..2,964,965(+)	hypothetical protein, conserved	protein coding	Tb927.10.12160	
Tb927.10.12170	Tb927_10_v5.1:2,965,288..2,966,502(+)	RAB-interacting protein, putative	protein coding	Tb927.10.12170	
Tb927.10.12180	Tb927_10_v5.1:2,966,617..2,969,315(+)	hypothetical protein, conserved	protein coding	Tb927.10.12180	
Tb927.10.12190	Tb927_10_v5.1:2,969,428..2,970,127(+)	RAB-interacting protein, putative	protein coding	Tb927.10.12190	
Tb927.10.12200	Tb927_10_v5.1:2,970,906..2,971,937(+)	hypothetical protein, conserved	protein coding	Tb927.10.12200	
Tb927.10.12210	Tb927_10_v5.1:2,971,933..2,972,955(+)	ribulose-5-phosphate 3-epimerase, putative	protein coding	Tb927.10.12210	
Tb927.10.12220	Tb927_10_v5.1:2,973,076..2,974,221(+)	hypothetical protein, conserved	protein coding	Tb927.10.12220	
